Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
412,6,"Monopole, Dipole_1, C6, r2, r2_acc, Polarizability",0.9912,0.9752,0.016,1.5987,0.9888,50.34,78.31,0.991,1.0356,"Polarizability, Scaffold_BX-6",15
414,6,"Monopole, Dipole_1, C6, r2, Polarizability, Polar_acc",0.9912,0.9752,0.016,1.5987,0.9888,50.34,78.31,0.991,1.0356,"Polarizability, Scaffold_BX-6",16
504,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc",0.9925,0.974,0.0184,1.5384,0.9901,42.4,75.03,0.9878,1.2008,"Scaffold_BX-6, Scaffold_Benzene",17
511,9,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9925,0.974,0.0184,1.5384,0.99,44.4,79.36,0.9878,1.2008,"Scaffold_BX-6, Scaffold_Benzene",18
502,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability",0.9925,0.974,0.0184,1.5384,0.9901,42.4,75.03,0.9878,1.2008,"Scaffold_BX-6, Scaffold_Benzene",19
467,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability",0.9925,0.974,0.0184,1.5384,0.9903,40.4,70.7,0.9878,1.2008,"Scaffold_BX-6, Scaffold_Benzene",20
394,6,"Monopole, Dipole_1, Q_0, C6, r2, Polar_acc",0.9912,0.9734,0.0178,1.7724,0.9886,51.91,79.88,0.9819,1.4632,"Q_0, Scaffold_BX-6",21
261,5,"Monopole, Dipole_1, Q_0, C6, r2",0.9912,0.9734,0.0178,1.7724,0.9888,49.91,75.55,0.9819,1.4632,"Q_0, Scaffold_BX-6",22
477,7,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polar_acc",0.9912,0.9734,0.0178,1.7724,0.9884,53.91,84.21,0.9819,1.4632,"Q_0, Scaffold_BX-6",23
392,6,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc",0.9912,0.9734,0.0178,1.7724,0.9886,51.91,79.88,0.9819,1.4632,"Q_0, Scaffold_BX-6",24
