Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
96,3,"Q_0, Q_2, r2",0.9446,0.8489,0.0957,3.7525,0.9337,179.52,200.49,0.9306,2.7904,"Q_2, r2, Scaffold_BX-6, Scaffold_Benzene",282
85,3,"Dipole_1, C6, r2",0.9505,0.8489,0.1016,3.4328,0.9407,171.02,192.0,0.9412,2.5689,"Scaffold_BX-6, Scaffold_Benzene",283
225,4,"Q_0, Q_2, r2, r2_acc",0.9446,0.8489,0.0957,3.7525,0.9327,181.52,204.82,0.9306,2.7904,"Q_2, r2, Scaffold_BX-6, Scaffold_Benzene",284
227,4,"Q_0, Q_2, r2, Polar_acc",0.9446,0.8489,0.0957,3.7525,0.9327,181.52,204.82,0.9306,2.7904,"Q_2, r2, Scaffold_BX-6, Scaffold_Benzene",285
213,4,"Dipole_1, C6, r2, Polar_acc",0.9505,0.8489,0.1016,3.4328,0.9398,173.02,196.33,0.9412,2.5689,"Scaffold_BX-6, Scaffold_Benzene",286
368,5,"Q_0, Q_2, r2, r2_acc, Polar_acc",0.9446,0.8489,0.0957,3.7525,0.9316,183.52,209.15,0.9306,2.7904,"Q_2, r2, Scaffold_BX-6, Scaffold_Benzene",287
12,2,"Monopole, Q_2",0.9405,0.8489,0.0916,3.7302,0.9301,182.7,201.35,0.9319,2.7643,—,288
174,4,"Monopole, Q_2, r2_acc, Polar_acc",0.9405,0.8489,0.0916,3.7302,0.9279,186.7,210.01,0.9319,2.7643,—,289
211,4,"Dipole_1, C6, r2, r2_acc",0.9505,0.8489,0.1016,3.4328,0.9398,173.02,196.33,0.9412,2.5689,"Scaffold_BX-6, Scaffold_Benzene",290
63,3,"Monopole, Q_2, Polar_acc",0.9405,0.8489,0.0916,3.7302,0.929,184.7,205.68,0.9319,2.7643,—,291
61,3,"Monopole, Q_2, r2_acc",0.9405,0.8489,0.0916,3.7302,0.929,184.7,205.68,0.9319,2.7643,—,292
379,5,"Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9535,0.8472,0.1063,3.8463,0.9409,172.4,198.04,0.9138,3.11,—,293
244,4,"Q_2, C6, r2_acc, Polarizability",0.9535,0.8472,0.1063,3.8463,0.9419,170.4,193.71,0.9138,3.11,—,294
246,4,"Q_2, C6, Polarizability, Polar_acc",0.9535,0.8472,0.1063,3.8463,0.9419,170.4,193.71,0.9138,3.11,—,295
112,3,"Q_2, C6, Polarizability",0.9535,0.8472,0.1063,3.8463,0.9427,168.4,189.38,0.9138,3.11,—,296
435,6,"Monopole, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.955,0.8464,0.1086,3.8344,0.9418,172.11,200.08,0.9481,2.4132,"C6, Polarizability",297
316,5,"Monopole, Q_2, C6, Polarizability, Polar_acc",0.955,0.8464,0.1086,3.8344,0.9427,170.11,195.74,0.9481,2.4132,"C6, Polarizability",298
314,5,"Monopole, Q_2, C6, r2_acc, Polarizability",0.955,0.8464,0.1086,3.8344,0.9427,170.11,195.74,0.9481,2.4132,"C6, Polarizability",299
168,4,"Monopole, Q_2, C6, Polarizability",0.955,0.8464,0.1086,3.8344,0.9436,168.11,191.41,0.9481,2.4132,"C6, Polarizability",300
375,5,"Q_0, r2, r2_acc, Polarizability, Polar_acc",0.949,0.8453,0.1036,3.5684,0.9373,176.93,202.57,0.9362,2.6773,Scaffold_BX-6,301
105,3,"Q_0, r2, Polarizability",0.949,0.8453,0.1036,3.5684,0.9392,172.93,193.91,0.9362,2.6773,Scaffold_BX-6,302
239,4,"Q_0, r2, Polarizability, Polar_acc",0.949,0.8453,0.1036,3.5684,0.9383,174.93,198.24,0.9362,2.6773,Scaffold_BX-6,303
237,4,"Q_0, r2, r2_acc, Polarizability",0.949,0.8453,0.1036,3.5684,0.9383,174.93,198.24,0.9362,2.6773,Scaffold_BX-6,304
230,4,"Q_0, Q_2, Polarizability, Polar_acc",0.9435,0.8452,0.0984,3.8179,0.9312,183.23,206.53,0.9291,2.8204,"Q_2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",305
228,4,"Q_0, Q_2, r2_acc, Polarizability",0.9435,0.8452,0.0984,3.8179,0.9312,183.23,206.53,0.9291,2.8204,"Q_2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",306
98,3,"Q_0, Q_2, Polarizability",0.9435,0.8452,0.0984,3.8179,0.9322,181.23,202.2,0.9291,2.8204,"Q_2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",307
243,4,"Q_2, C6, r2, Polar_acc",0.9526,0.8452,0.1075,3.9102,0.9405,172.16,195.46,0.9503,2.3623,—,308
241,4,"Q_2, C6, r2, r2_acc",0.9526,0.8452,0.1075,3.9102,0.9405,172.16,195.46,0.9503,2.3623,—,309
377,5,"Q_2, C6, r2, r2_acc, Polar_acc",0.9526,0.8452,0.1075,3.9102,0.9396,174.16,199.79,0.9503,2.3623,—,310
380,5,"Q_2, r2, r2_acc, Polarizability, Polar_acc",0.9491,0.8452,0.1039,3.9027,0.9357,178.88,204.51,0.955,2.2482,Scaffold_Benzene,311
249,4,"Q_2, r2, Polarizability, Polar_acc",0.9491,0.8452,0.1039,3.9027,0.9367,176.88,200.18,0.955,2.2482,Scaffold_Benzene,312
247,4,"Q_2, r2, r2_acc, Polarizability",0.9491,0.8452,0.1039,3.9027,0.9367,176.88,200.18,0.955,2.2482,Scaffold_Benzene,313
115,3,"Q_2, r2, Polarizability",0.9491,0.8452,0.1039,3.9027,0.9376,174.88,195.85,0.955,2.2482,Scaffold_Benzene,314
