Model_ID,N_features,Features,All_Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
239,4,"Q_0, r2, Polarizability, Polar_acc","Q_0, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8175,0.7335,0.084,0.0451,0.7734,-449.88,-424.39,0.3115,0.1825,Scaffold_BX-6,158
105,3,"Q_0, r2, Polarizability","Q_0, r2, Polarizability, Scaffold_Factor",0.8175,0.7335,0.084,0.0451,0.7769,-451.88,-428.71,0.3115,0.1825,Scaffold_BX-6,159
375,5,"Q_0, r2, r2_acc, Polarizability, Polar_acc","Q_0, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8175,0.7335,0.084,0.0451,0.7697,-447.88,-420.07,0.3115,0.1825,Scaffold_BX-6,160
172,4,"Monopole, Q_2, r2, Polar_acc","Monopole, Q_2, r2, Polar_acc, Scaffold_Factor",0.8139,0.7334,0.0806,0.0446,0.7696,-448.63,-423.14,0.3223,0.1811,"Scaffold_BX-6, Scaffold_Benzene",161
318,5,"Monopole, Q_2, r2, r2_acc, Polar_acc","Monopole, Q_2, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8139,0.7334,0.0806,0.0446,0.7658,-446.63,-418.82,0.3223,0.1811,"Scaffold_BX-6, Scaffold_Benzene",162
170,4,"Monopole, Q_2, r2, r2_acc","Monopole, Q_2, r2, r2_acc, Scaffold_Factor",0.8139,0.7334,0.0806,0.0446,0.7696,-448.63,-423.14,0.3223,0.1811,"Scaffold_BX-6, Scaffold_Benzene",163
60,3,"Monopole, Q_2, r2","Monopole, Q_2, r2, Scaffold_Factor",0.8139,0.7334,0.0806,0.0446,0.7732,-450.63,-427.45,0.3223,0.1811,"Scaffold_BX-6, Scaffold_Benzene",164
450,6,"Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc","Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8277,0.7331,0.0946,0.0456,0.7785,-450.02,-419.9,0.3281,0.1803,"C6, Polarizability, Scaffold_BX-6",165
448,6,"Dipole_1, Q_0, C6, r2, r2_acc, Polarizability","Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8277,0.7331,0.0946,0.0456,0.7785,-450.02,-419.9,0.3281,0.1803,"C6, Polarizability, Scaffold_BX-6",166
499,7,"Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8277,0.7331,0.0946,0.0456,0.7748,-448.02,-415.58,0.3281,0.1803,"C6, Polarizability, Scaffold_BX-6",167
337,5,"Dipole_1, Q_0, C6, r2, Polarizability","Dipole_1, Q_0, C6, r2, Polarizability, Scaffold_Factor",0.8277,0.7331,0.0946,0.0456,0.7821,-452.02,-424.21,0.3281,0.1803,"C6, Polarizability, Scaffold_BX-6",168
316,5,"Monopole, Q_2, C6, Polarizability, Polar_acc","Monopole, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8178,0.7328,0.085,0.0444,0.7705,-448.13,-420.32,0.3309,0.1799,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",169
314,5,"Monopole, Q_2, C6, r2_acc, Polarizability","Monopole, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8178,0.7328,0.085,0.0444,0.7705,-448.13,-420.32,0.3309,0.1799,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",170
435,6,"Monopole, Q_2, C6, r2_acc, Polarizability, Polar_acc","Monopole, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8178,0.7328,0.085,0.0444,0.7667,-446.13,-416.0,0.3309,0.1799,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",171
168,4,"Monopole, Q_2, C6, Polarizability","Monopole, Q_2, C6, Polarizability, Scaffold_Factor",0.8178,0.7328,0.085,0.0444,0.7741,-450.13,-424.63,0.3309,0.1799,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",172
400,6,"Monopole, Dipole_1, Q_0, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, r2, Polarizability, Polar_acc, Scaffold_Factor",0.828,0.7327,0.0952,0.0445,0.7786,-450.07,-419.94,0.3273,0.1804,"Monopole, Q_0, r2, Polarizability, Scaffold_BX-6, Scaffold_BZ-6",173
480,7,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.828,0.7327,0.0952,0.0445,0.775,-448.07,-415.62,0.3273,0.1804,"Monopole, Q_0, r2, Polarizability, Scaffold_BX-6, Scaffold_BZ-6",174
398,6,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability, Scaffold_Factor",0.828,0.7327,0.0952,0.0445,0.7786,-450.07,-419.94,0.3273,0.1804,"Monopole, Q_0, r2, Polarizability, Scaffold_BX-6, Scaffold_BZ-6",175
266,5,"Monopole, Dipole_1, Q_0, r2, Polarizability","Monopole, Dipole_1, Q_0, r2, Polarizability, Scaffold_Factor",0.828,0.7327,0.0952,0.0445,0.7822,-452.07,-424.26,0.3273,0.1804,"Monopole, Q_0, r2, Polarizability, Scaffold_BX-6, Scaffold_BZ-6",176
183,4,"Monopole, r2, r2_acc, Polar_acc","Monopole, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8111,0.7326,0.0785,0.045,0.7657,-447.39,-421.9,0.3067,0.1831,Scaffold_BX-6,177
14,2,"Monopole, r2","Monopole, r2, Scaffold_Factor",0.8111,0.7326,0.0785,0.045,0.7729,-451.39,-430.53,0.3067,0.1831,Scaffold_BX-6,178
70,3,"Monopole, r2, Polar_acc","Monopole, r2, Polar_acc, Scaffold_Factor",0.8111,0.7326,0.0785,0.045,0.7694,-449.39,-426.21,0.3067,0.1831,Scaffold_BX-6,179
68,3,"Monopole, r2, r2_acc","Monopole, r2, r2_acc, Scaffold_Factor",0.8111,0.7326,0.0785,0.045,0.7694,-449.39,-426.21,0.3067,0.1831,Scaffold_BX-6,180
440,6,"Dipole_1, Q_0, Q_2, C6, r2, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.8233,0.7325,0.0908,0.0446,0.7743,-448.62,-418.49,0.3215,0.1812,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene",181
326,5,"Dipole_1, Q_0, Q_2, C6, r2","Dipole_1, Q_0, Q_2, C6, r2, Scaffold_Factor",0.8233,0.7325,0.0908,0.0446,0.778,-450.62,-422.81,0.3215,0.1812,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene",182
495,7,"Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8233,0.7325,0.0908,0.0446,0.7706,-446.62,-414.17,0.3215,0.1812,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene",183
438,6,"Dipole_1, Q_0, Q_2, C6, r2, r2_acc","Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.8233,0.7325,0.0908,0.0446,0.7743,-448.62,-418.49,0.3215,0.1812,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene",184
65,3,"Monopole, C6, r2_acc","Monopole, C6, r2_acc, Scaffold_Factor",0.8122,0.7319,0.0804,0.045,0.7704,-449.73,-426.56,0.3122,0.1824,"Scaffold_BX-6, Scaffold_Pyrimidine",185
193,4,"Dipole_1, Q_0, C6, Polarizability","Dipole_1, Q_0, C6, Polarizability, Scaffold_Factor",0.8147,0.7319,0.0828,0.0444,0.7728,-449.69,-424.2,0.3224,0.1811,"Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",186
451,6,"Dipole_1, Q_0, C6, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8147,0.7319,0.0828,0.0444,0.7653,-445.69,-415.56,0.3224,0.1811,"Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",187
341,5,"Dipole_1, Q_0, C6, Polarizability, Polar_acc","Dipole_1, Q_0, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8147,0.7319,0.0828,0.0444,0.7691,-447.69,-419.88,0.3224,0.1811,"Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",188
180,4,"Monopole, C6, r2_acc, Polar_acc","Monopole, C6, r2_acc, Polar_acc, Scaffold_Factor",0.8122,0.7319,0.0804,0.045,0.7668,-447.73,-422.24,0.3122,0.1824,"Scaffold_BX-6, Scaffold_Pyrimidine",189
339,5,"Dipole_1, Q_0, C6, r2_acc, Polarizability","Dipole_1, Q_0, C6, r2_acc, Polarizability, Scaffold_Factor",0.8147,0.7319,0.0828,0.0444,0.7691,-447.69,-419.88,0.3224,0.1811,"Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",190
67,3,"Monopole, C6, Polar_acc","Monopole, C6, Polar_acc, Scaffold_Factor",0.8122,0.7319,0.0804,0.045,0.7704,-449.73,-426.56,0.3122,0.1824,"Scaffold_BX-6, Scaffold_Pyrimidine",191
13,2,"Monopole, C6","Monopole, C6, Scaffold_Factor",0.8122,0.7319,0.0804,0.045,0.774,-451.73,-430.88,0.3122,0.1824,"Scaffold_BX-6, Scaffold_Pyrimidine",192
347,5,"Dipole_1, Q_2, C6, r2, Polarizability","Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.8263,0.7315,0.0948,0.0453,0.7804,-451.44,-423.63,0.3398,0.1787,"C6, Scaffold_BX-6, Scaffold_Benzene",193
455,6,"Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc","Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8263,0.7315,0.0948,0.0453,0.7768,-449.44,-419.31,0.3398,0.1787,"C6, Scaffold_BX-6, Scaffold_Benzene",194
500,7,"Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8263,0.7315,0.0948,0.0453,0.773,-447.44,-414.99,0.3398,0.1787,"C6, Scaffold_BX-6, Scaffold_Benzene",195
453,6,"Dipole_1, Q_2, C6, r2, r2_acc, Polarizability","Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8263,0.7315,0.0948,0.0453,0.7768,-449.44,-419.31,0.3398,0.1787,"C6, Scaffold_BX-6, Scaffold_Benzene",196
322,5,"Monopole, C6, r2, r2_acc, Polar_acc","Monopole, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8124,0.7314,0.081,0.0451,0.7632,-445.78,-417.97,0.311,0.1826,"r2, Scaffold_BX-6, Scaffold_Pyrimidine",197
176,4,"Monopole, C6, r2, r2_acc","Monopole, C6, r2, r2_acc, Scaffold_Factor",0.8124,0.7314,0.081,0.0451,0.7669,-447.78,-422.28,0.311,0.1826,"r2, Scaffold_BX-6, Scaffold_Pyrimidine",198
64,3,"Monopole, C6, r2","Monopole, C6, r2, Scaffold_Factor",0.8124,0.7314,0.081,0.0451,0.7706,-449.78,-426.6,0.311,0.1826,"r2, Scaffold_BX-6, Scaffold_Pyrimidine",199
178,4,"Monopole, C6, r2, Polar_acc","Monopole, C6, r2, Polar_acc, Scaffold_Factor",0.8124,0.7314,0.081,0.0451,0.7669,-447.78,-422.28,0.311,0.1826,"r2, Scaffold_BX-6, Scaffold_Pyrimidine",200
376,5,"Q_2, C6, r2, r2_acc, Polarizability","Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.819,0.7311,0.0879,0.0447,0.7716,-448.51,-420.7,0.3355,0.1793,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",201
378,5,"Q_2, C6, r2, Polarizability, Polar_acc","Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.819,0.7311,0.0879,0.0447,0.7716,-448.51,-420.7,0.3355,0.1793,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",202
465,6,"Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.819,0.7311,0.0879,0.0447,0.7679,-446.51,-416.38,0.3355,0.1793,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",203
242,4,"Q_2, C6, r2, Polarizability","Q_2, C6, r2, Polarizability, Scaffold_Factor",0.819,0.7311,0.0879,0.0447,0.7752,-450.51,-425.01,0.3355,0.1793,"Polarizability, Scaffold_BX-6, Scaffold_Benzene",204
460,6,"Q_0, Q_2, C6, r2, r2_acc, Polar_acc","Q_0, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8188,0.731,0.0879,0.0449,0.7685,-446.69,-416.57,0.3254,0.1807,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",205
363,5,"Q_0, Q_2, C6, r2, Polar_acc","Q_0, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.8188,0.731,0.0879,0.0449,0.7722,-448.69,-420.88,0.3254,0.1807,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",206
361,5,"Q_0, Q_2, C6, r2, r2_acc","Q_0, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.8188,0.731,0.0879,0.0449,0.7722,-448.69,-420.88,0.3254,0.1807,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",207
221,4,"Q_0, Q_2, C6, r2","Q_0, Q_2, C6, r2, Scaffold_Factor",0.8188,0.731,0.0879,0.0449,0.7758,-450.69,-425.2,0.3254,0.1807,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",208
505,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8281,0.7308,0.0973,0.0454,0.7711,-446.06,-411.3,0.3233,0.1809,"Q_0, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",209
471,7,"Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8281,0.7308,0.0973,0.0454,0.7749,-448.06,-415.62,0.3233,0.1809,"Q_0, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",210
384,6,"Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability","Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.8281,0.7308,0.0973,0.0454,0.7786,-450.06,-419.93,0.3233,0.1809,"Q_0, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",211
469,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8281,0.7308,0.0973,0.0454,0.7749,-448.06,-415.62,0.3233,0.1809,"Q_0, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",212
373,5,"Q_0, C6, r2, Polarizability, Polar_acc","Q_0, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8196,0.7305,0.0891,0.0451,0.7721,-448.66,-420.85,0.3164,0.1819,"Polarizability, Scaffold_BX-6",213
371,5,"Q_0, C6, r2, r2_acc, Polarizability","Q_0, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8196,0.7305,0.0891,0.0451,0.7721,-448.66,-420.85,0.3164,0.1819,"Polarizability, Scaffold_BX-6",214
232,4,"Q_0, C6, r2, Polarizability","Q_0, C6, r2, Polarizability, Scaffold_Factor",0.8196,0.7305,0.0891,0.0451,0.7757,-450.66,-425.16,0.3164,0.1819,"Polarizability, Scaffold_BX-6",215
464,6,"Q_0, C6, r2, r2_acc, Polarizability, Polar_acc","Q_0, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8196,0.7305,0.0891,0.0451,0.7683,-446.66,-416.53,0.3164,0.1819,"Polarizability, Scaffold_BX-6",216
403,6,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability","Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.8269,0.7296,0.0973,0.0453,0.7773,-449.61,-419.48,0.3354,0.1793,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",217
483,7,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8269,0.7296,0.0973,0.0453,0.7736,-447.61,-415.17,0.3354,0.1793,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",218
508,8,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8269,0.7296,0.0973,0.0453,0.7697,-445.61,-410.85,0.3354,0.1793,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",219
481,7,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8269,0.7296,0.0973,0.0453,0.7736,-447.61,-415.17,0.3354,0.1793,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",220
185,4,"Monopole, r2_acc, Polarizability, Polar_acc","Monopole, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8105,0.7291,0.0814,0.0454,0.7645,-447.0,-421.51,0.308,0.183,"Scaffold_BX-6, Scaffold_Pyrimidine",221
71,3,"Monopole, r2_acc, Polarizability","Monopole, r2_acc, Polarizability, Scaffold_Factor",0.8105,0.7291,0.0814,0.0454,0.7682,-449.0,-425.83,0.308,0.183,"Scaffold_BX-6, Scaffold_Pyrimidine",222
73,3,"Monopole, Polarizability, Polar_acc","Monopole, Polarizability, Polar_acc, Scaffold_Factor",0.8105,0.7291,0.0814,0.0454,0.7682,-449.0,-425.83,0.308,0.183,"Scaffold_BX-6, Scaffold_Pyrimidine",223
16,2,"Monopole, Polarizability","Monopole, Polarizability, Scaffold_Factor",0.8105,0.7291,0.0814,0.0454,0.7717,-451.0,-430.15,0.308,0.183,"Scaffold_BX-6, Scaffold_Pyrimidine",224
387,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability","Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability, Scaffold_Factor",0.8282,0.7289,0.0993,0.045,0.7786,-450.07,-419.94,0.3267,0.1805,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",225
474,7,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8282,0.7289,0.0993,0.045,0.775,-448.07,-415.62,0.3267,0.1805,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",226
506,8,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8282,0.7289,0.0993,0.045,0.7711,-446.07,-411.31,0.3267,0.1805,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",227
472,7,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.8282,0.7289,0.0993,0.045,0.775,-448.07,-415.62,0.3267,0.1805,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",228
66,3,"Monopole, C6, Polarizability","Monopole, C6, Polarizability, Scaffold_Factor",0.8126,0.7286,0.084,0.0453,0.7707,-449.83,-426.66,0.314,0.1822,"Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",229
324,5,"Monopole, C6, r2_acc, Polarizability, Polar_acc","Monopole, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8126,0.7286,0.084,0.0453,0.7633,-445.83,-418.02,0.314,0.1822,"Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",230
181,4,"Monopole, C6, Polarizability, Polar_acc","Monopole, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8126,0.7286,0.084,0.0453,0.7671,-447.83,-422.34,0.314,0.1822,"Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",231
179,4,"Monopole, C6, r2_acc, Polarizability","Monopole, C6, r2_acc, Polarizability, Scaffold_Factor",0.8126,0.7286,0.084,0.0453,0.7671,-447.83,-422.34,0.314,0.1822,"Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",232
292,5,"Monopole, Q_0, Q_2, C6, r2_acc","Monopole, Q_0, Q_2, C6, r2_acc, Scaffold_Factor",0.818,0.7275,0.0905,0.0454,0.7702,-448.04,-420.23,0.3187,0.1815,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",233
151,4,"Monopole, Q_0, Q_2, C6","Monopole, Q_0, Q_2, C6, Scaffold_Factor",0.818,0.7275,0.0905,0.0454,0.7739,-450.04,-424.55,0.3187,0.1815,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",234
294,5,"Monopole, Q_0, Q_2, C6, Polar_acc","Monopole, Q_0, Q_2, C6, Polar_acc, Scaffold_Factor",0.818,0.7275,0.0905,0.0454,0.7702,-448.04,-420.23,0.3187,0.1815,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",235
421,6,"Monopole, Q_0, Q_2, C6, r2_acc, Polar_acc","Monopole, Q_0, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.818,0.7275,0.0905,0.0454,0.7664,-446.04,-415.92,0.3187,0.1815,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",236
366,5,"Q_0, Q_2, C6, Polarizability, Polar_acc","Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8138,0.7273,0.0864,0.0449,0.7673,-447.11,-419.3,0.2985,0.1842,"Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",237
223,4,"Q_0, Q_2, C6, Polarizability","Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.8138,0.7273,0.0864,0.0449,0.771,-449.11,-423.62,0.2985,0.1842,"Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",238
364,5,"Q_0, Q_2, C6, r2_acc, Polarizability","Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8138,0.7273,0.0864,0.0449,0.7673,-447.11,-419.3,0.2985,0.1842,"Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",239
462,6,"Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8138,0.7273,0.0864,0.0449,0.7635,-445.11,-414.98,0.2985,0.1842,"Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",240
497,7,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8172,0.7269,0.0903,0.0449,0.764,-444.51,-412.07,0.2871,0.1857,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",241
441,6,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability","Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8172,0.7269,0.0903,0.0449,0.7679,-446.51,-416.38,0.2871,0.1857,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",242
328,5,"Dipole_1, Q_0, Q_2, C6, Polarizability","Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.8172,0.7269,0.0903,0.0449,0.7716,-448.51,-420.7,0.2871,0.1857,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",243
443,6,"Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8172,0.7269,0.0903,0.0449,0.7679,-446.51,-416.38,0.2871,0.1857,"Q_2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",244
463,6,"Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc","Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8185,0.7264,0.0921,0.0457,0.7668,-446.16,-416.04,0.3285,0.1802,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",245
436,6,"Monopole, Q_2, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8194,0.7264,0.093,0.0452,0.7681,-446.57,-416.44,0.3374,0.179,"Monopole, Scaffold_BX-6, Scaffold_Benzene",246
317,5,"Monopole, Q_2, r2, r2_acc, Polarizability","Monopole, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.8194,0.7264,0.093,0.0452,0.7718,-448.57,-420.76,0.3374,0.179,"Monopole, Scaffold_BX-6, Scaffold_Benzene",247
171,4,"Monopole, Q_2, r2, Polarizability","Monopole, Q_2, r2, Polarizability, Scaffold_Factor",0.8194,0.7264,0.093,0.0452,0.7754,-450.57,-425.08,0.3374,0.179,"Monopole, Scaffold_BX-6, Scaffold_Benzene",248
369,5,"Q_0, Q_2, r2, Polarizability, Polar_acc","Q_0, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8185,0.7264,0.0921,0.0457,0.7706,-448.16,-420.35,0.3285,0.1802,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",249
226,4,"Q_0, Q_2, r2, Polarizability","Q_0, Q_2, r2, Polarizability, Scaffold_Factor",0.8185,0.7264,0.0921,0.0457,0.7742,-450.16,-424.67,0.3285,0.1802,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",250
367,5,"Q_0, Q_2, r2, r2_acc, Polarizability","Q_0, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.8185,0.7264,0.0921,0.0457,0.7706,-448.16,-420.35,0.3285,0.1802,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",251
