Model_ID,N_features,Features,All_Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
319,5,"Monopole, Q_2, r2, Polarizability, Polar_acc","Monopole, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8194,0.7264,0.093,0.0452,0.7718,-448.57,-420.76,0.3374,0.179,"Monopole, Scaffold_BX-6, Scaffold_Benzene",252
291,5,"Monopole, Q_0, Q_2, C6, r2","Monopole, Q_0, Q_2, C6, r2, Scaffold_Factor",0.8197,0.7258,0.0939,0.0454,0.7722,-448.69,-420.88,0.3254,0.1807,"Monopole, Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",253
419,6,"Monopole, Q_0, Q_2, C6, r2, Polar_acc","Monopole, Q_0, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.8197,0.7258,0.0939,0.0454,0.7685,-446.69,-416.57,0.3254,0.1807,"Monopole, Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",254
417,6,"Monopole, Q_0, Q_2, C6, r2, r2_acc","Monopole, Q_0, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.8197,0.7258,0.0939,0.0454,0.7685,-446.69,-416.57,0.3254,0.1807,"Monopole, Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",255
488,7,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polar_acc","Monopole, Q_0, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8197,0.7258,0.0939,0.0454,0.7646,-444.69,-412.25,0.3254,0.1807,"Monopole, Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",256
501,7,"Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8201,0.7254,0.0947,0.0455,0.7649,-444.79,-412.34,0.3278,0.1803,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",257
461,6,"Q_0, Q_2, C6, r2, Polarizability, Polar_acc","Q_0, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8201,0.7254,0.0947,0.0455,0.7687,-446.79,-416.66,0.3278,0.1803,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",258
459,6,"Q_0, Q_2, C6, r2, r2_acc, Polarizability","Q_0, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8201,0.7254,0.0947,0.0455,0.7687,-446.79,-416.66,0.3278,0.1803,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",259
362,5,"Q_0, Q_2, C6, r2, Polarizability","Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.8201,0.7254,0.0947,0.0455,0.7725,-448.79,-420.98,0.3278,0.1803,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",260
293,5,"Monopole, Q_0, Q_2, C6, Polarizability","Monopole, Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.8191,0.7253,0.0937,0.0454,0.7714,-448.42,-420.61,0.3201,0.1814,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",261
490,7,"Monopole, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8191,0.7253,0.0937,0.0454,0.7637,-444.42,-411.97,0.3201,0.1814,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",262
422,6,"Monopole, Q_0, Q_2, C6, Polarizability, Polar_acc","Monopole, Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8191,0.7253,0.0937,0.0454,0.7676,-446.42,-416.29,0.3201,0.1814,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",263
420,6,"Monopole, Q_0, Q_2, C6, r2_acc, Polarizability","Monopole, Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8191,0.7253,0.0937,0.0454,0.7676,-446.42,-416.29,0.3201,0.1814,"Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",264
298,5,"Monopole, Q_0, Q_2, r2_acc, Polarizability","Monopole, Q_0, Q_2, r2_acc, Polarizability, Scaffold_Factor",0.8161,0.7247,0.0914,0.0457,0.7677,-447.23,-419.42,0.3165,0.1818,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",265
426,6,"Monopole, Q_0, Q_2, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8161,0.7247,0.0914,0.0457,0.7639,-445.23,-415.1,0.3165,0.1818,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",266
300,5,"Monopole, Q_0, Q_2, Polarizability, Polar_acc","Monopole, Q_0, Q_2, Polarizability, Polar_acc, Scaffold_Factor",0.8161,0.7247,0.0914,0.0457,0.7677,-447.23,-419.42,0.3165,0.1818,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",267
154,4,"Monopole, Q_0, Q_2, Polarizability","Monopole, Q_0, Q_2, Polarizability, Scaffold_Factor",0.8161,0.7247,0.0914,0.0457,0.7714,-449.23,-423.73,0.3165,0.1818,"Q_0, Q_2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",268
424,6,"Monopole, Q_0, Q_2, r2, r2_acc, Polar_acc","Monopole, Q_0, Q_2, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8148,0.7243,0.0906,0.0456,0.7625,-444.78,-414.65,0.3119,0.1825,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",269
295,5,"Monopole, Q_0, Q_2, r2, r2_acc","Monopole, Q_0, Q_2, r2, r2_acc, Scaffold_Factor",0.8148,0.7243,0.0906,0.0456,0.7663,-446.78,-418.97,0.3119,0.1825,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",270
297,5,"Monopole, Q_0, Q_2, r2, Polar_acc","Monopole, Q_0, Q_2, r2, Polar_acc, Scaffold_Factor",0.8148,0.7243,0.0906,0.0456,0.7663,-446.78,-418.97,0.3119,0.1825,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",271
152,4,"Monopole, Q_0, Q_2, r2","Monopole, Q_0, Q_2, r2, Scaffold_Factor",0.8148,0.7243,0.0906,0.0456,0.77,-448.78,-423.29,0.3119,0.1825,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",272
496,7,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8283,0.7233,0.105,0.0464,0.7749,-448.05,-415.6,0.3322,0.1797,"Q_0, Q_2, C6, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",273
494,7,"Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability","Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8283,0.7233,0.105,0.0464,0.7749,-448.05,-415.6,0.3322,0.1797,"Q_0, Q_2, C6, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",274
439,6,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability","Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.8283,0.7233,0.105,0.0464,0.7786,-450.05,-419.92,0.3322,0.1797,"Q_0, Q_2, C6, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",275
510,8,"Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8283,0.7233,0.105,0.0464,0.7711,-446.05,-411.29,0.3322,0.1797,"Q_0, Q_2, C6, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",276
323,5,"Monopole, C6, r2, Polarizability, Polar_acc","Monopole, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8156,0.7223,0.0933,0.0453,0.7668,-446.94,-419.13,0.3123,0.1824,"r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",277
437,6,"Monopole, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8156,0.7223,0.0933,0.0453,0.763,-444.94,-414.81,0.3123,0.1824,"r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",278
321,5,"Monopole, C6, r2, r2_acc, Polarizability","Monopole, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8156,0.7223,0.0933,0.0453,0.7668,-446.94,-419.13,0.3123,0.1824,"r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",279
177,4,"Monopole, C6, r2, Polarizability","Monopole, C6, r2, Polarizability, Scaffold_Factor",0.8156,0.7223,0.0933,0.0453,0.7705,-448.94,-423.45,0.3123,0.1824,"r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",280
184,4,"Monopole, r2, Polarizability, Polar_acc","Monopole, r2, Polarizability, Polar_acc, Scaffold_Factor",0.812,0.7214,0.0906,0.0458,0.766,-447.47,-421.98,0.3056,0.1833,"r2, Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",281
69,3,"Monopole, r2, Polarizability","Monopole, r2, Polarizability, Scaffold_Factor",0.812,0.7214,0.0906,0.0458,0.7696,-449.47,-426.29,0.3056,0.1833,"r2, Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",282
182,4,"Monopole, r2, r2_acc, Polarizability","Monopole, r2, r2_acc, Polarizability, Scaffold_Factor",0.812,0.7214,0.0906,0.0458,0.766,-447.47,-421.98,0.3056,0.1833,"r2, Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",283
325,5,"Monopole, r2, r2_acc, Polarizability, Polar_acc","Monopole, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.812,0.7214,0.0906,0.0458,0.7622,-445.47,-417.66,0.3056,0.1833,"r2, Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",284
219,4,"Dipole_1, r2, Polarizability, Polar_acc","Dipole_1, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8138,0.7208,0.0929,0.0461,0.7675,-447.97,-422.48,0.3252,0.1807,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",285
360,5,"Dipole_1, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8138,0.7208,0.0929,0.0461,0.7638,-445.97,-418.16,0.3252,0.1807,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",286
90,3,"Dipole_1, r2, Polarizability","Dipole_1, r2, Polarizability, Scaffold_Factor",0.8138,0.7208,0.0929,0.0461,0.7711,-449.97,-426.79,0.3252,0.1807,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",287
217,4,"Dipole_1, r2, r2_acc, Polarizability","Dipole_1, r2, r2_acc, Polarizability, Scaffold_Factor",0.8138,0.7208,0.0929,0.0461,0.7675,-447.97,-422.48,0.3252,0.1807,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",288
246,4,"Q_2, C6, Polarizability, Polar_acc","Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8053,0.7198,0.0855,0.0453,0.7624,-446.33,-420.84,0.335,0.1794,Scaffold_BX-6,289
112,3,"Q_2, C6, Polarizability","Q_2, C6, Polarizability, Scaffold_Factor",0.8053,0.7198,0.0855,0.0453,0.7661,-448.33,-425.15,0.335,0.1794,Scaffold_BX-6,290
379,5,"Q_2, C6, r2_acc, Polarizability, Polar_acc","Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8053,0.7198,0.0855,0.0453,0.7585,-444.33,-416.52,0.335,0.1794,Scaffold_BX-6,291
244,4,"Q_2, C6, r2_acc, Polarizability","Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8053,0.7198,0.0855,0.0453,0.7624,-446.33,-420.84,0.335,0.1794,Scaffold_BX-6,292
432,6,"Monopole, Q_2, C6, r2, r2_acc, Polarizability","Monopole, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8202,0.7191,0.101,0.0456,0.7686,-446.74,-416.61,0.3384,0.1789,"Monopole, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",293
434,6,"Monopole, Q_2, C6, r2, Polarizability, Polar_acc","Monopole, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8202,0.7191,0.101,0.0456,0.7686,-446.74,-416.61,0.3384,0.1789,"Monopole, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",294
312,5,"Monopole, Q_2, C6, r2, Polarizability","Monopole, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.8202,0.7191,0.101,0.0456,0.7723,-448.74,-420.93,0.3384,0.1789,"Monopole, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",295
493,7,"Monopole, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8202,0.7191,0.101,0.0456,0.7647,-444.74,-412.29,0.3384,0.1789,"Monopole, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",296
442,6,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.8131,0.7174,0.0958,0.0459,0.7622,-444.7,-414.58,0.2304,0.193,Scaffold_BX-6,297
327,5,"Dipole_1, Q_0, Q_2, C6, r2_acc","Dipole_1, Q_0, Q_2, C6, r2_acc, Scaffold_Factor",0.8131,0.7174,0.0958,0.0459,0.7661,-446.7,-418.89,0.2304,0.193,Scaffold_BX-6,298
329,5,"Dipole_1, Q_0, Q_2, C6, Polar_acc","Dipole_1, Q_0, Q_2, C6, Polar_acc, Scaffold_Factor",0.8131,0.7174,0.0958,0.0459,0.7661,-446.7,-418.89,0.2304,0.193,Scaffold_BX-6,299
186,4,"Dipole_1, Q_0, Q_2, C6","Dipole_1, Q_0, Q_2, C6, Scaffold_Factor",0.8131,0.7174,0.0958,0.0459,0.7698,-448.7,-423.21,0.2304,0.193,Scaffold_BX-6,300
122,3,"C6, r2, Polar_acc","C6, r2, Polar_acc, Scaffold_Factor",0.8064,0.7168,0.0896,0.0461,0.7633,-447.43,-424.25,0.3166,0.1818,"Scaffold_BX-6, Scaffold_Pyrimidine",301
36,2,"C6, r2","C6, r2, Scaffold_Factor",0.8064,0.7168,0.0896,0.0461,0.7669,-449.43,-428.57,0.3166,0.1818,"Scaffold_BX-6, Scaffold_Pyrimidine",302
120,3,"C6, r2, r2_acc","C6, r2, r2_acc, Scaffold_Factor",0.8064,0.7168,0.0896,0.0461,0.7633,-447.43,-424.25,0.3166,0.1818,"Scaffold_BX-6, Scaffold_Pyrimidine",303
252,4,"C6, r2, r2_acc, Polar_acc","C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8064,0.7168,0.0896,0.0461,0.7595,-445.43,-419.94,0.3166,0.1818,"Scaffold_BX-6, Scaffold_Pyrimidine",304
393,6,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability","Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Scaffold_Factor",0.8288,0.7158,0.113,0.0468,0.7787,-450.08,-419.96,0.3272,0.1804,"Monopole, Q_0, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",305
507,8,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8288,0.7158,0.113,0.0468,0.7712,-446.08,-411.32,0.3272,0.1804,"Monopole, Q_0, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",306
478,7,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8288,0.7158,0.113,0.0468,0.775,-448.08,-415.64,0.3272,0.1804,"Monopole, Q_0, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",307
476,7,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.8288,0.7158,0.113,0.0468,0.775,-448.08,-415.64,0.3272,0.1804,"Monopole, Q_0, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",308
213,4,"Dipole_1, C6, r2, Polar_acc","Dipole_1, C6, r2, Polar_acc, Scaffold_Factor",0.8097,0.7152,0.0945,0.0461,0.7637,-446.73,-421.24,0.3243,0.1808,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",309
211,4,"Dipole_1, C6, r2, r2_acc","Dipole_1, C6, r2, r2_acc, Scaffold_Factor",0.8097,0.7152,0.0945,0.0461,0.7637,-446.73,-421.24,0.3243,0.1808,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",310
357,5,"Dipole_1, C6, r2, r2_acc, Polar_acc","Dipole_1, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.8097,0.7152,0.0945,0.0461,0.7598,-444.73,-416.92,0.3243,0.1808,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",311
85,3,"Dipole_1, C6, r2","Dipole_1, C6, r2, Scaffold_Factor",0.8097,0.7152,0.0945,0.0461,0.7673,-448.73,-425.56,0.3243,0.1808,"Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",312
309,5,"Monopole, Q_0, r2, Polarizability, Polar_acc","Monopole, Q_0, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8197,0.7149,0.1048,0.0467,0.7711,-448.34,-420.53,0.3158,0.1819,"Monopole, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",313
307,5,"Monopole, Q_0, r2, r2_acc, Polarizability","Monopole, Q_0, r2, r2_acc, Polarizability, Scaffold_Factor",0.8197,0.7149,0.1048,0.0467,0.7711,-448.34,-420.53,0.3158,0.1819,"Monopole, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",314
161,4,"Monopole, Q_0, r2, Polarizability","Monopole, Q_0, r2, Polarizability, Scaffold_Factor",0.8197,0.7149,0.1048,0.0467,0.7747,-450.34,-424.84,0.3158,0.1819,"Monopole, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",315
431,6,"Monopole, Q_0, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8197,0.7149,0.1048,0.0467,0.7674,-446.34,-416.21,0.3158,0.1819,"Monopole, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Pyrimidine",316
296,5,"Monopole, Q_0, Q_2, r2, Polarizability","Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_Factor",0.8216,0.7138,0.1078,0.0467,0.7735,-449.11,-421.3,0.341,0.1786,"Monopole, Q_0, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",317
423,6,"Monopole, Q_0, Q_2, r2, r2_acc, Polarizability","Monopole, Q_0, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.8216,0.7138,0.1078,0.0467,0.7697,-447.11,-416.99,0.341,0.1786,"Monopole, Q_0, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",318
425,6,"Monopole, Q_0, Q_2, r2, Polarizability, Polar_acc","Monopole, Q_0, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8216,0.7138,0.1078,0.0467,0.7697,-447.11,-416.99,0.341,0.1786,"Monopole, Q_0, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",319
491,7,"Monopole, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8216,0.7138,0.1078,0.0467,0.7659,-445.11,-412.67,0.341,0.1786,"Monopole, Q_0, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",320
502,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.829,0.7133,0.1156,0.047,0.7712,-446.08,-411.32,0.3277,0.1803,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",321
467,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability","Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.829,0.7133,0.1156,0.047,0.775,-448.08,-415.64,0.3277,0.1803,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",322
511,9,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.829,0.7133,0.1156,0.047,0.7672,-444.08,-407.0,0.3277,0.1803,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",323
504,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.829,0.7133,0.1156,0.047,0.7712,-446.08,-411.32,0.3277,0.1803,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",324
351,5,"Dipole_1, Q_2, C6, Polarizability, Polar_acc","Dipole_1, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.8062,0.7115,0.0947,0.0458,0.759,-444.47,-416.66,0.3358,0.1793,"Dipole_1, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",325
203,4,"Dipole_1, Q_2, C6, Polarizability","Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor",0.8062,0.7115,0.0947,0.0458,0.7628,-446.47,-420.98,0.3358,0.1793,"Dipole_1, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",326
456,6,"Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8062,0.7115,0.0947,0.0458,0.755,-442.47,-412.34,0.3358,0.1793,"Dipole_1, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",327
349,5,"Dipole_1, Q_2, C6, r2_acc, Polarizability","Dipole_1, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.8062,0.7115,0.0947,0.0458,0.759,-444.47,-416.66,0.3358,0.1793,"Dipole_1, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6",328
41,2,"r2, Polarizability","r2, Polarizability, Scaffold_Factor",0.8047,0.711,0.0936,0.0471,0.7634,-448.3,-427.44,0.309,0.1828,Scaffold_BX-6,329
255,4,"r2, r2_acc, Polarizability, Polar_acc","r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8047,0.711,0.0936,0.0471,0.7559,-444.3,-418.81,0.309,0.1828,Scaffold_BX-6,330
128,3,"r2, Polarizability, Polar_acc","r2, Polarizability, Polar_acc, Scaffold_Factor",0.8047,0.711,0.0936,0.0471,0.7597,-446.3,-423.12,0.309,0.1828,Scaffold_BX-6,331
126,3,"r2, r2_acc, Polarizability","r2, r2_acc, Polarizability, Scaffold_Factor",0.8047,0.711,0.0936,0.0471,0.7597,-446.3,-423.12,0.309,0.1828,Scaffold_BX-6,332
365,5,"Q_0, Q_2, C6, r2_acc, Polar_acc","Q_0, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.8026,0.7098,0.0928,0.0466,0.7526,-442.51,-414.7,0.2113,0.1953,Scaffold_BX-6,333
224,4,"Q_0, Q_2, C6, Polar_acc","Q_0, Q_2, C6, Polar_acc, Scaffold_Factor",0.8026,0.7098,0.0928,0.0466,0.7565,-444.51,-419.02,0.2113,0.1953,Scaffold_BX-6,334
222,4,"Q_0, Q_2, C6, r2_acc","Q_0, Q_2, C6, r2_acc, Scaffold_Factor",0.8026,0.7098,0.0928,0.0466,0.7565,-444.51,-419.02,0.2113,0.1953,Scaffold_BX-6,335
95,3,"Q_0, Q_2, C6","Q_0, Q_2, C6, Scaffold_Factor",0.8026,0.7098,0.0928,0.0466,0.7603,-446.51,-423.34,0.2113,0.1953,Scaffold_BX-6,336
189,4,"Dipole_1, Q_0, Q_2, Polarizability","Dipole_1, Q_0, Q_2, Polarizability, Scaffold_Factor",0.8092,0.7091,0.1002,0.0466,0.7647,-447.05,-421.56,0.2148,0.1949,Scaffold_BX-6,337
335,5,"Dipole_1, Q_0, Q_2, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, Polarizability, Polar_acc, Scaffold_Factor",0.8092,0.7091,0.1002,0.0466,0.7609,-445.05,-417.24,0.2148,0.1949,Scaffold_BX-6,338
333,5,"Dipole_1, Q_0, Q_2, r2_acc, Polarizability","Dipole_1, Q_0, Q_2, r2_acc, Polarizability, Scaffold_Factor",0.8092,0.7091,0.1002,0.0466,0.7609,-445.05,-417.24,0.2148,0.1949,Scaffold_BX-6,339
447,6,"Dipole_1, Q_0, Q_2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.8092,0.7091,0.1002,0.0466,0.7569,-443.05,-412.93,0.2148,0.1949,Scaffold_BX-6,340
121,3,"C6, r2, Polarizability","C6, r2, Polarizability, Scaffold_Factor",0.8079,0.7088,0.0991,0.0469,0.7635,-447.5,-424.33,0.3157,0.1819,"Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",341
253,4,"C6, r2, Polarizability, Polar_acc","C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.8079,0.7088,0.0991,0.0469,0.7597,-445.5,-420.01,0.3157,0.1819,"Polarizability, Scaffold_BX-6, Scaffold_Pyrimidine",342
