Model_ID,N_features,Features,All_Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
201,4,"Dipole_1, Q_2, C6, r2","Dipole_1, Q_2, C6, r2, Scaffold_Factor",0.6681,-0.1223,0.7904,0.7181,0.489,-73.31,-49.39,0.4336,0.4104,"Dipole_1, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",412
454,6,"Dipole_1, Q_2, C6, r2, r2_acc, Polar_acc","Dipole_1, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6681,-0.1223,0.7904,0.7181,0.469,-69.31,-41.04,0.4336,0.4104,"Dipole_1, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",413
346,5,"Dipole_1, Q_2, C6, r2, r2_acc","Dipole_1, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.6681,-0.1223,0.7904,0.7181,0.4792,-71.31,-45.21,0.4336,0.4104,"Dipole_1, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",414
348,5,"Dipole_1, Q_2, C6, r2, Polar_acc","Dipole_1, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.6681,-0.1223,0.7904,0.7181,0.4792,-71.31,-45.21,0.4336,0.4104,"Dipole_1, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",415
459,6,"Q_0, Q_2, C6, r2, r2_acc, Polarizability","Q_0, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.6874,-0.1275,0.8149,0.7465,0.4933,-72.36,-44.09,0.8309,0.2243,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",416
362,5,"Q_0, Q_2, C6, r2, Polarizability","Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.6874,-0.1275,0.8149,0.7465,0.5031,-74.36,-48.26,0.8309,0.2243,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",417
501,7,"Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6874,-0.1275,0.8149,0.7465,0.4832,-70.36,-39.91,0.8309,0.2243,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",418
461,6,"Q_0, Q_2, C6, r2, Polarizability, Polar_acc","Q_0, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6874,-0.1275,0.8149,0.7465,0.4933,-72.36,-44.09,0.8309,0.2243,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",419
423,6,"Monopole, Q_0, Q_2, r2, r2_acc, Polarizability","Monopole, Q_0, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.6485,-0.154,0.8024,0.7569,0.4578,-67.96,-39.69,0.3509,0.4394,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",420
425,6,"Monopole, Q_0, Q_2, r2, Polarizability, Polar_acc","Monopole, Q_0, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6485,-0.154,0.8024,0.7569,0.4578,-67.96,-39.69,0.3509,0.4394,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",421
491,7,"Monopole, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6485,-0.154,0.8024,0.7569,0.447,-65.96,-35.51,0.3509,0.4394,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",422
296,5,"Monopole, Q_0, Q_2, r2, Polarizability","Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_Factor",0.6485,-0.154,0.8024,0.7569,0.4682,-69.96,-43.86,0.3509,0.4394,"Monopole, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",423
293,5,"Monopole, Q_0, Q_2, C6, Polarizability","Monopole, Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.6846,-0.1645,0.8491,0.7595,0.4983,-73.73,-47.64,0.8068,0.2397,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",424
490,7,"Monopole, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6846,-0.1645,0.8491,0.7595,0.4782,-69.73,-39.29,0.8068,0.2397,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",425
422,6,"Monopole, Q_0, Q_2, C6, Polarizability, Polar_acc","Monopole, Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.6846,-0.1645,0.8491,0.7595,0.4884,-71.73,-43.47,0.8068,0.2397,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",426
420,6,"Monopole, Q_0, Q_2, C6, r2_acc, Polarizability","Monopole, Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.6846,-0.1645,0.8491,0.7595,0.4884,-71.73,-43.47,0.8068,0.2397,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",427
460,6,"Q_0, Q_2, C6, r2, r2_acc, Polar_acc","Q_0, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6667,-0.1993,0.8659,0.7709,0.4694,-69.35,-41.09,0.4651,0.3989,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",428
363,5,"Q_0, Q_2, C6, r2, Polar_acc","Q_0, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.6667,-0.1993,0.8659,0.7709,0.4796,-71.35,-45.26,0.4651,0.3989,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",429
361,5,"Q_0, Q_2, C6, r2, r2_acc","Q_0, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.6667,-0.1993,0.8659,0.7709,0.4796,-71.35,-45.26,0.4651,0.3989,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",430
221,4,"Q_0, Q_2, C6, r2","Q_0, Q_2, C6, r2, Scaffold_Factor",0.6667,-0.1993,0.8659,0.7709,0.4894,-73.35,-49.44,0.4651,0.3989,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",431
406,6,"Monopole, Dipole_1, Q_2, C6, r2_acc, Polar_acc","Monopole, Dipole_1, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.6699,-0.2217,0.8916,0.7341,0.464,-68.71,-40.44,0.3889,0.4263,"Monopole, Dipole_1, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",432
272,5,"Monopole, Dipole_1, Q_2, C6, r2_acc","Monopole, Dipole_1, Q_2, C6, r2_acc, Scaffold_Factor",0.6699,-0.2217,0.8916,0.7341,0.4743,-70.71,-44.61,0.3889,0.4263,"Monopole, Dipole_1, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",433
274,5,"Monopole, Dipole_1, Q_2, C6, Polar_acc","Monopole, Dipole_1, Q_2, C6, Polar_acc, Scaffold_Factor",0.6699,-0.2217,0.8916,0.7341,0.4743,-70.71,-44.61,0.3889,0.4263,"Monopole, Dipole_1, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",434
136,4,"Monopole, Dipole_1, Q_2, C6","Monopole, Dipole_1, Q_2, C6, Scaffold_Factor",0.6699,-0.2217,0.8916,0.7341,0.4843,-72.71,-48.79,0.3889,0.4263,"Monopole, Dipole_1, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",435
364,5,"Q_0, Q_2, C6, r2_acc, Polarizability","Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.6789,-0.23,0.9088,0.7798,0.4886,-72.5,-46.4,0.5939,0.3475,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",436
366,5,"Q_0, Q_2, C6, Polarizability, Polar_acc","Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.6789,-0.23,0.9088,0.7798,0.4886,-72.5,-46.4,0.5939,0.3475,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",437
223,4,"Q_0, Q_2, C6, Polarizability","Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.6789,-0.23,0.9088,0.7798,0.4983,-74.5,-50.58,0.5939,0.3475,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",438
462,6,"Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6789,-0.23,0.9088,0.7798,0.4786,-70.5,-42.23,0.5939,0.3475,"Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",439
417,6,"Monopole, Q_0, Q_2, C6, r2, r2_acc","Monopole, Q_0, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.6751,-0.2335,0.9087,0.781,0.4775,-70.36,-42.1,0.7008,0.2983,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",440
419,6,"Monopole, Q_0, Q_2, C6, r2, Polar_acc","Monopole, Q_0, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.6751,-0.2335,0.9087,0.781,0.4775,-70.36,-42.1,0.7008,0.2983,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",441
488,7,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polar_acc","Monopole, Q_0, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6751,-0.2335,0.9087,0.781,0.4671,-68.36,-37.92,0.7008,0.2983,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",442
291,5,"Monopole, Q_0, Q_2, C6, r2","Monopole, Q_0, Q_2, C6, r2, Scaffold_Factor",0.6751,-0.2335,0.9087,0.781,0.4876,-72.36,-46.27,0.7008,0.2983,"Q_0, Q_2, C6, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",443
139,4,"Monopole, Dipole_1, Q_2, Polarizability","Monopole, Dipole_1, Q_2, Polarizability, Scaffold_Factor",0.6635,-0.2664,0.9299,0.742,0.4772,-71.82,-47.9,0.3349,0.4448,"Monopole, Dipole_1, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",444
280,5,"Monopole, Dipole_1, Q_2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, Polarizability, Polar_acc, Scaffold_Factor",0.6635,-0.2664,0.9299,0.742,0.4671,-69.82,-43.73,0.3349,0.4448,"Monopole, Dipole_1, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",445
411,6,"Monopole, Dipole_1, Q_2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6635,-0.2664,0.9299,0.742,0.4567,-67.82,-39.55,0.3349,0.4448,"Monopole, Dipole_1, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",446
278,5,"Monopole, Dipole_1, Q_2, r2_acc, Polarizability","Monopole, Dipole_1, Q_2, r2_acc, Polarizability, Scaffold_Factor",0.6635,-0.2664,0.9299,0.742,0.4671,-69.82,-43.73,0.3349,0.4448,"Monopole, Dipole_1, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",447
405,6,"Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability","Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.701,-0.2995,1.0005,0.7759,0.5069,-74.13,-45.86,0.757,0.2689,"Monopole, Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",448
484,7,"Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.701,-0.2995,1.0005,0.7759,0.4971,-72.13,-41.69,0.757,0.2689,"Monopole, Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",449
407,6,"Monopole, Dipole_1, Q_2, C6, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.701,-0.2995,1.0005,0.7759,0.5069,-74.13,-45.86,0.757,0.2689,"Monopole, Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",450
273,5,"Monopole, Dipole_1, Q_2, C6, Polarizability","Monopole, Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor",0.701,-0.2995,1.0005,0.7759,0.5164,-76.13,-50.04,0.757,0.2689,"Monopole, Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",451
409,6,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polar_acc","Monopole, Dipole_1, Q_2, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6699,-0.3799,1.0498,0.7616,0.4573,-67.89,-39.63,0.3346,0.4449,"Monopole, Dipole_1, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",452
275,5,"Monopole, Dipole_1, Q_2, r2, r2_acc","Monopole, Dipole_1, Q_2, r2, r2_acc, Scaffold_Factor",0.6699,-0.3799,1.0498,0.7616,0.4677,-69.89,-43.8,0.3346,0.4449,"Monopole, Dipole_1, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",453
277,5,"Monopole, Dipole_1, Q_2, r2, Polar_acc","Monopole, Dipole_1, Q_2, r2, Polar_acc, Scaffold_Factor",0.6699,-0.3799,1.0498,0.7616,0.4677,-69.89,-43.8,0.3346,0.4449,"Monopole, Dipole_1, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",454
137,4,"Monopole, Dipole_1, Q_2, r2","Monopole, Dipole_1, Q_2, r2, Scaffold_Factor",0.6699,-0.3799,1.0498,0.7616,0.4778,-71.89,-47.97,0.3346,0.4449,"Monopole, Dipole_1, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",455
494,7,"Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability","Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.7134,-0.4316,1.145,0.8212,0.5072,-73.45,-43.01,0.7325,0.282,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",456
510,8,"Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.7134,-0.4316,1.145,0.8212,0.4971,-71.45,-38.83,0.7325,0.282,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",457
496,7,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.7134,-0.4316,1.145,0.8212,0.5072,-73.45,-43.01,0.7325,0.282,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",458
439,6,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability","Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.7134,-0.4316,1.145,0.8212,0.5169,-75.45,-47.18,0.7325,0.282,"Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",459
483,7,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.7176,-0.4747,1.1923,0.8127,0.5072,-73.45,-43.0,0.7455,0.2751,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",460
481,7,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.7176,-0.4747,1.1923,0.8127,0.5072,-73.45,-43.0,0.7455,0.2751,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",461
403,6,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability","Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.7176,-0.4747,1.1923,0.8127,0.5168,-75.45,-47.18,0.7455,0.2751,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",462
508,8,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.7176,-0.4747,1.1923,0.8127,0.4971,-71.45,-38.83,0.7455,0.2751,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",463
383,6,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc","Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Scaffold_Factor",0.6802,-0.4941,1.1743,0.8366,0.4653,-68.85,-40.59,0.3894,0.4262,"Monopole, Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",464
385,6,"Monopole, Dipole_1, Q_0, Q_2, C6, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, C6, Polar_acc, Scaffold_Factor",0.6802,-0.4941,1.1743,0.8366,0.4653,-68.85,-40.59,0.3894,0.4262,"Monopole, Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",465
256,5,"Monopole, Dipole_1, Q_0, Q_2, C6","Monopole, Dipole_1, Q_0, Q_2, C6, Scaffold_Factor",0.6802,-0.4941,1.1743,0.8366,0.4756,-70.85,-44.76,0.3894,0.4262,"Monopole, Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",466
470,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.6802,-0.4941,1.1743,0.8366,0.4546,-66.85,-36.41,0.3894,0.4262,"Monopole, Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",467
328,5,"Dipole_1, Q_0, Q_2, C6, Polarizability","Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor",0.6931,-0.5103,1.2033,0.8537,0.4941,-73.2,-47.1,0.5354,0.3717,"Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",468
497,7,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6931,-0.5103,1.2033,0.8537,0.4739,-69.2,-38.76,0.5354,0.3717,"Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",469
441,6,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability","Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.6931,-0.5103,1.2033,0.8537,0.4842,-71.2,-42.93,0.5354,0.3717,"Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",470
443,6,"Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.6931,-0.5103,1.2033,0.8537,0.4842,-71.2,-42.93,0.5354,0.3717,"Dipole_1, Q_0, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",471
446,6,"Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6709,-0.5216,1.1925,0.8476,0.4579,-67.96,-39.69,0.3398,0.4431,"Dipole_1, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",472
444,6,"Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability","Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.6709,-0.5216,1.1925,0.8476,0.4579,-67.96,-39.69,0.3398,0.4431,"Dipole_1, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",473
331,5,"Dipole_1, Q_0, Q_2, r2, Polarizability","Dipole_1, Q_0, Q_2, r2, Polarizability, Scaffold_Factor",0.6709,-0.5216,1.1925,0.8476,0.4683,-69.96,-43.87,0.3398,0.4431,"Dipole_1, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",474
498,7,"Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6709,-0.5216,1.1925,0.8476,0.447,-65.96,-35.52,0.3398,0.4431,"Dipole_1, Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",475
389,6,"Monopole, Dipole_1, Q_0, Q_2, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, Q_2, r2_acc, Polarizability, Scaffold_Factor",0.6734,-0.5297,1.203,0.8414,0.458,-67.97,-39.7,0.3377,0.4438,"Monopole, Dipole_1, Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",476
391,6,"Monopole, Dipole_1, Q_0, Q_2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, Q_2, Polarizability, Polar_acc, Scaffold_Factor",0.6734,-0.5297,1.203,0.8414,0.458,-67.97,-39.7,0.3377,0.4438,"Monopole, Dipole_1, Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",477
