Model_ID,N_features,Features,All_Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
478,7,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6684,0.1526,0.5159,0.6208,0.4922,-71.5,-41.06,0.6367,0.3287,"Monopole, Q_0, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",340
393,6,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability","Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Scaffold_Factor",0.6684,0.1526,0.5159,0.6208,0.5021,-73.5,-45.23,0.6367,0.3287,"Monopole, Q_0, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",341
507,8,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6684,0.1526,0.5159,0.6208,0.4818,-69.5,-36.88,0.6367,0.3287,"Monopole, Q_0, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",342
476,7,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability","Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.6684,0.1526,0.5159,0.6208,0.4922,-71.5,-41.06,0.6367,0.3287,"Monopole, Q_0, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",343
315,5,"Monopole, Q_2, C6, r2_acc, Polar_acc","Monopole, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.6515,0.1197,0.5317,0.6427,0.474,-70.66,-44.57,0.4167,0.4165,"Monopole, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",344
167,4,"Monopole, Q_2, C6, r2_acc","Monopole, Q_2, C6, r2_acc, Scaffold_Factor",0.6515,0.1197,0.5317,0.6427,0.4839,-72.66,-48.74,0.4167,0.4165,"Monopole, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",345
169,4,"Monopole, Q_2, C6, Polar_acc","Monopole, Q_2, C6, Polar_acc, Scaffold_Factor",0.6515,0.1197,0.5317,0.6427,0.4839,-72.66,-48.74,0.4167,0.4165,"Monopole, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",346
59,3,"Monopole, Q_2, C6","Monopole, Q_2, C6, Scaffold_Factor",0.6515,0.1197,0.5317,0.6427,0.4935,-74.66,-52.92,0.4167,0.4165,"Monopole, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",347
243,4,"Q_2, C6, r2, Polar_acc","Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.6558,0.1021,0.5537,0.6545,0.4873,-73.09,-49.17,0.4903,0.3894,"Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",348
241,4,"Q_2, C6, r2, r2_acc","Q_2, C6, r2, r2_acc, Scaffold_Factor",0.6558,0.1021,0.5537,0.6545,0.4873,-73.09,-49.17,0.4903,0.3894,"Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",349
377,5,"Q_2, C6, r2, r2_acc, Polar_acc","Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6558,0.1021,0.5537,0.6545,0.4775,-71.09,-45.0,0.4903,0.3894,"Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",350
110,3,"Q_2, C6, r2","Q_2, C6, r2, Scaffold_Factor",0.6558,0.1021,0.5537,0.6545,0.4968,-75.09,-53.35,0.4903,0.3894,"Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",351
327,5,"Dipole_1, Q_0, Q_2, C6, r2_acc","Dipole_1, Q_0, Q_2, C6, r2_acc, Scaffold_Factor",0.6405,0.079,0.5615,0.6306,0.4637,-69.4,-43.3,0.5607,0.3615,"Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",352
442,6,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polar_acc","Dipole_1, Q_0, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.6405,0.079,0.5615,0.6306,0.4531,-67.4,-39.13,0.5607,0.3615,"Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",353
329,5,"Dipole_1, Q_0, Q_2, C6, Polar_acc","Dipole_1, Q_0, Q_2, C6, Polar_acc, Scaffold_Factor",0.6405,0.079,0.5615,0.6306,0.4637,-69.4,-43.3,0.5607,0.3615,"Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",354
186,4,"Dipole_1, Q_0, Q_2, C6","Dipole_1, Q_0, Q_2, C6, Scaffold_Factor",0.6405,0.079,0.5615,0.6306,0.4738,-71.4,-47.48,0.5607,0.3615,"Dipole_1, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",355
376,5,"Q_2, C6, r2, r2_acc, Polarizability","Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.6805,0.0671,0.6134,0.6602,0.5023,-74.25,-48.16,0.8301,0.2248,"Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",356
378,5,"Q_2, C6, r2, Polarizability, Polar_acc","Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6805,0.0671,0.6134,0.6602,0.5023,-74.25,-48.16,0.8301,0.2248,"Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",357
242,4,"Q_2, C6, r2, Polarizability","Q_2, C6, r2, Polarizability, Scaffold_Factor",0.6805,0.0671,0.6134,0.6602,0.5117,-76.25,-52.33,0.8301,0.2248,"Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",358
465,6,"Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6805,0.0671,0.6134,0.6602,0.4925,-72.25,-43.99,0.8301,0.2248,"Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",359
244,4,"Q_2, C6, r2_acc, Polarizability","Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.6696,0.0568,0.6128,0.6684,0.4974,-74.38,-50.46,0.6165,0.3377,"Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",360
379,5,"Q_2, C6, r2_acc, Polarizability, Polar_acc","Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6696,0.0568,0.6128,0.6684,0.4877,-72.38,-46.29,0.6165,0.3377,"Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",361
112,3,"Q_2, C6, Polarizability","Q_2, C6, Polarizability, Scaffold_Factor",0.6696,0.0568,0.6128,0.6684,0.5067,-76.38,-54.64,0.6165,0.3377,"Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",362
246,4,"Q_2, C6, Polarizability, Polar_acc","Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.6696,0.0568,0.6128,0.6684,0.4974,-74.38,-50.46,0.6165,0.3377,"Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",363
168,4,"Monopole, Q_2, C6, Polarizability","Monopole, Q_2, C6, Polarizability, Scaffold_Factor",0.6752,0.0458,0.6294,0.6769,0.5038,-75.22,-51.3,0.7934,0.2479,"Monopole, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",364
435,6,"Monopole, Q_2, C6, r2_acc, Polarizability, Polar_acc","Monopole, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6752,0.0458,0.6294,0.6769,0.4844,-71.22,-42.95,0.7934,0.2479,"Monopole, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",365
314,5,"Monopole, Q_2, C6, r2_acc, Polarizability","Monopole, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.6752,0.0458,0.6294,0.6769,0.4943,-73.22,-47.13,0.7934,0.2479,"Monopole, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",366
316,5,"Monopole, Q_2, C6, Polarizability, Polar_acc","Monopole, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.6752,0.0458,0.6294,0.6769,0.4943,-73.22,-47.13,0.7934,0.2479,"Monopole, Q_2, C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",367
311,5,"Monopole, Q_2, C6, r2, r2_acc","Monopole, Q_2, C6, r2, r2_acc, Scaffold_Factor",0.6604,0.0144,0.646,0.6994,0.4793,-71.32,-45.23,0.601,0.3445,"Monopole, Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",368
166,4,"Monopole, Q_2, C6, r2","Monopole, Q_2, C6, r2, Scaffold_Factor",0.6604,0.0144,0.646,0.6994,0.4891,-73.32,-49.4,0.601,0.3445,"Monopole, Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",369
433,6,"Monopole, Q_2, C6, r2, r2_acc, Polar_acc","Monopole, Q_2, C6, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6604,0.0144,0.646,0.6994,0.4691,-69.32,-41.05,0.601,0.3445,"Monopole, Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",370
313,5,"Monopole, Q_2, C6, r2, Polar_acc","Monopole, Q_2, C6, r2, Polar_acc, Scaffold_Factor",0.6604,0.0144,0.646,0.6994,0.4793,-71.32,-45.23,0.601,0.3445,"Monopole, Q_2, C6, r2, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",371
171,4,"Monopole, Q_2, r2, Polarizability","Monopole, Q_2, r2, Polarizability, Scaffold_Factor",0.6446,0.0089,0.6357,0.703,0.4778,-71.9,-47.98,0.3448,0.4414,"Monopole, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",372
317,5,"Monopole, Q_2, r2, r2_acc, Polarizability","Monopole, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.6446,0.0089,0.6357,0.703,0.4678,-69.9,-43.81,0.3448,0.4414,"Monopole, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",373
319,5,"Monopole, Q_2, r2, Polarizability, Polar_acc","Monopole, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6446,0.0089,0.6357,0.703,0.4678,-69.9,-43.81,0.3448,0.4414,"Monopole, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",374
436,6,"Monopole, Q_2, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6446,0.0089,0.6357,0.703,0.4574,-67.9,-39.63,0.3448,0.4414,"Monopole, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",375
312,5,"Monopole, Q_2, C6, r2, Polarizability","Monopole, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.6886,0.0013,0.6873,0.6818,0.5061,-74.76,-48.66,0.8358,0.221,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",376
493,7,"Monopole, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6886,0.0013,0.6873,0.6818,0.4864,-70.76,-40.31,0.8358,0.221,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",377
434,6,"Monopole, Q_2, C6, r2, Polarizability, Polar_acc","Monopole, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6886,0.0013,0.6873,0.6818,0.4964,-72.76,-44.49,0.8358,0.221,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",378
432,6,"Monopole, Q_2, C6, r2, r2_acc, Polarizability","Monopole, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.6886,0.0013,0.6873,0.6818,0.4964,-72.76,-44.49,0.8358,0.221,"Monopole, Q_2, C6, r2, Polarizability, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",379
152,4,"Monopole, Q_0, Q_2, r2","Monopole, Q_0, Q_2, r2, Scaffold_Factor",0.6462,-0.0002,0.6463,0.7056,0.4782,-71.95,-48.03,0.3486,0.4402,"Monopole, Q_0, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",380
424,6,"Monopole, Q_0, Q_2, r2, r2_acc, Polar_acc","Monopole, Q_0, Q_2, r2, r2_acc, Polar_acc, Scaffold_Factor",0.6462,-0.0002,0.6463,0.7056,0.4577,-67.95,-39.68,0.3486,0.4402,"Monopole, Q_0, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",381
295,5,"Monopole, Q_0, Q_2, r2, r2_acc","Monopole, Q_0, Q_2, r2, r2_acc, Scaffold_Factor",0.6462,-0.0002,0.6463,0.7056,0.4682,-69.95,-43.85,0.3486,0.4402,"Monopole, Q_0, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",382
297,5,"Monopole, Q_0, Q_2, r2, Polar_acc","Monopole, Q_0, Q_2, r2, Polar_acc, Scaffold_Factor",0.6462,-0.0002,0.6463,0.7056,0.4682,-69.95,-43.85,0.3486,0.4402,"Monopole, Q_0, Q_2, r2, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",383
300,5,"Monopole, Q_0, Q_2, Polarizability, Polar_acc","Monopole, Q_0, Q_2, Polarizability, Polar_acc, Scaffold_Factor",0.6471,-0.0221,0.6692,0.7138,0.4682,-69.95,-43.86,0.3515,0.4392,"Monopole, Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",384
298,5,"Monopole, Q_0, Q_2, r2_acc, Polarizability","Monopole, Q_0, Q_2, r2_acc, Polarizability, Scaffold_Factor",0.6471,-0.0221,0.6692,0.7138,0.4682,-69.95,-43.86,0.3515,0.4392,"Monopole, Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",385
154,4,"Monopole, Q_0, Q_2, Polarizability","Monopole, Q_0, Q_2, Polarizability, Scaffold_Factor",0.6471,-0.0221,0.6692,0.7138,0.4783,-71.95,-48.04,0.3515,0.4392,"Monopole, Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",386
426,6,"Monopole, Q_0, Q_2, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6471,-0.0221,0.6692,0.7138,0.4578,-67.95,-39.69,0.3515,0.4392,"Monopole, Q_0, Q_2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",387
367,5,"Q_0, Q_2, r2, r2_acc, Polarizability","Q_0, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.6478,-0.0779,0.7257,0.7331,0.468,-69.93,-43.83,0.3607,0.4361,"Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",388
463,6,"Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc","Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6478,-0.0779,0.7257,0.7331,0.4576,-67.93,-39.66,0.3607,0.4361,"Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",389
226,4,"Q_0, Q_2, r2, Polarizability","Q_0, Q_2, r2, Polarizability, Scaffold_Factor",0.6478,-0.0779,0.7257,0.7331,0.478,-71.93,-48.01,0.3607,0.4361,"Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",390
369,5,"Q_0, Q_2, r2, Polarizability, Polar_acc","Q_0, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6478,-0.0779,0.7257,0.7331,0.468,-69.93,-43.83,0.3607,0.4361,"Q_0, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",391
456,6,"Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6791,-0.0807,0.7599,0.7075,0.484,-71.17,-42.91,0.5445,0.3681,"Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",392
349,5,"Dipole_1, Q_2, C6, r2_acc, Polarizability","Dipole_1, Q_2, C6, r2_acc, Polarizability, Scaffold_Factor",0.6791,-0.0807,0.7599,0.7075,0.4939,-73.17,-47.08,0.5445,0.3681,"Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",393
351,5,"Dipole_1, Q_2, C6, Polarizability, Polar_acc","Dipole_1, Q_2, C6, Polarizability, Polar_acc, Scaffold_Factor",0.6791,-0.0807,0.7599,0.7075,0.4939,-73.17,-47.08,0.5445,0.3681,"Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",394
203,4,"Dipole_1, Q_2, C6, Polarizability","Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor",0.6791,-0.0807,0.7599,0.7075,0.5035,-75.17,-51.26,0.5445,0.3681,"Dipole_1, Q_2, C6, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",395
151,4,"Monopole, Q_0, Q_2, C6","Monopole, Q_0, Q_2, C6, Scaffold_Factor",0.6582,-0.0822,0.7404,0.7335,0.4853,-72.83,-48.91,0.4103,0.4188,"Monopole, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",396
292,5,"Monopole, Q_0, Q_2, C6, r2_acc","Monopole, Q_0, Q_2, C6, r2_acc, Scaffold_Factor",0.6582,-0.0822,0.7404,0.7335,0.4754,-70.83,-44.74,0.4103,0.4188,"Monopole, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",397
421,6,"Monopole, Q_0, Q_2, C6, r2_acc, Polar_acc","Monopole, Q_0, Q_2, C6, r2_acc, Polar_acc, Scaffold_Factor",0.6582,-0.0822,0.7404,0.7335,0.4651,-68.83,-40.56,0.4103,0.4188,"Monopole, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",398
294,5,"Monopole, Q_0, Q_2, C6, Polar_acc","Monopole, Q_0, Q_2, C6, Polar_acc, Scaffold_Factor",0.6582,-0.0822,0.7404,0.7335,0.4754,-70.83,-44.74,0.4103,0.4188,"Monopole, Q_0, Q_2, C6, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",399
352,5,"Dipole_1, Q_2, r2, r2_acc, Polarizability","Dipole_1, Q_2, r2, r2_acc, Polarizability, Scaffold_Factor",0.6512,-0.0945,0.7457,0.7095,0.4649,-69.55,-43.46,0.3567,0.4374,"Dipole_1, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",400
206,4,"Dipole_1, Q_2, r2, Polarizability","Dipole_1, Q_2, r2, Polarizability, Scaffold_Factor",0.6512,-0.0945,0.7457,0.7095,0.475,-71.55,-47.63,0.3567,0.4374,"Dipole_1, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",401
354,5,"Dipole_1, Q_2, r2, Polarizability, Polar_acc","Dipole_1, Q_2, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6512,-0.0945,0.7457,0.7095,0.4649,-69.55,-43.46,0.3567,0.4374,"Dipole_1, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",402
457,6,"Dipole_1, Q_2, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_2, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6512,-0.0945,0.7457,0.7095,0.4544,-67.55,-39.28,0.3567,0.4374,"Dipole_1, Q_2, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",403
453,6,"Dipole_1, Q_2, C6, r2, r2_acc, Polarizability","Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.7015,-0.1107,0.8122,0.7097,0.5167,-75.43,-47.16,0.7392,0.2785,"Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",404
455,6,"Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc","Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.7015,-0.1107,0.8122,0.7097,0.5167,-75.43,-47.16,0.7392,0.2785,"Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",405
500,7,"Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.7015,-0.1107,0.8122,0.7097,0.5071,-73.43,-42.99,0.7392,0.2785,"Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",406
347,5,"Dipole_1, Q_2, C6, r2, Polarizability","Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.7015,-0.1107,0.8122,0.7097,0.526,-77.43,-51.34,0.7392,0.2785,"Dipole_1, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_BZ-5, Scaffold_BZ-6, Scaffold_Benzene, Scaffold_Pyrimidine",407
509,8,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc","Monopole, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc, Scaffold_Factor",0.6918,-0.1189,0.8107,0.7388,0.4781,-69.03,-36.41,0.84,0.2182,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",408
418,6,"Monopole, Q_0, Q_2, C6, r2, Polarizability","Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor",0.6918,-0.1189,0.8107,0.7388,0.4985,-73.03,-44.76,0.84,0.2182,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",409
487,7,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polarizability","Monopole, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Scaffold_Factor",0.6918,-0.1189,0.8107,0.7388,0.4885,-71.03,-40.59,0.84,0.2182,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",410
489,7,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Polar_acc","Monopole, Q_0, Q_2, C6, r2, Polarizability, Polar_acc, Scaffold_Factor",0.6918,-0.1189,0.8107,0.7388,0.4885,-71.03,-40.59,0.84,0.2182,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Scaffold_Factor, Scaffold_BX-6, Scaffold_Benzene, Scaffold_Pyrimidine",411
