Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
65,3,"Monopole, C6, r2_acc",0.9845,0.9706,0.0139,0.2144,0.982,-241.5,-220.52,0.9883,0.1461,Scaffold_BX-6,351
13,2,"Monopole, C6",0.9845,0.9706,0.0139,0.2144,0.9823,-243.5,-224.85,0.9883,0.1461,Scaffold_BX-6,352
291,5,"Monopole, Q_0, Q_2, C6, r2",0.9898,0.9703,0.0195,0.2059,0.9874,-266.59,-240.95,0.9911,0.1279,"Monopole, C6, r2, Scaffold_BX-6, Scaffold_Benzene",353
419,6,"Monopole, Q_0, Q_2, C6, r2, Polar_acc",0.9898,0.9703,0.0195,0.2059,0.9872,-264.59,-236.62,0.9911,0.1279,"Monopole, C6, r2, Scaffold_BX-6, Scaffold_Benzene",354
417,6,"Monopole, Q_0, Q_2, C6, r2, r2_acc",0.9898,0.9703,0.0195,0.2059,0.9872,-264.59,-236.62,0.9911,0.1279,"Monopole, C6, r2, Scaffold_BX-6, Scaffold_Benzene",355
488,7,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polar_acc",0.9898,0.9703,0.0195,0.2059,0.987,-262.59,-232.29,0.9911,0.1279,"Monopole, C6, r2, Scaffold_BX-6, Scaffold_Benzene",356
418,6,"Monopole, Q_0, Q_2, C6, r2, Polarizability",0.9899,0.9702,0.0197,0.2085,0.9873,-265.7,-237.73,0.9894,0.1392,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",357
487,7,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polarizability",0.9899,0.9702,0.0197,0.2085,0.9871,-263.7,-233.4,0.9894,0.1392,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",358
489,7,"Monopole, Q_0, Q_2, C6, r2, Polarizability, Polar_acc",0.9899,0.9702,0.0197,0.2085,0.9871,-263.7,-233.4,0.9894,0.1392,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",359
509,8,"Monopole, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9899,0.9702,0.0197,0.2085,0.9869,-261.7,-229.07,0.9894,0.1392,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",360
434,6,"Monopole, Q_2, C6, r2, Polarizability, Polar_acc",0.9897,0.9701,0.0196,0.2061,0.9872,-264.56,-236.59,0.9883,0.1465,"Monopole, r2, Scaffold_BX-6",361
493,7,"Monopole, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9897,0.9701,0.0196,0.2061,0.987,-262.56,-232.26,0.9883,0.1465,"Monopole, r2, Scaffold_BX-6",362
312,5,"Monopole, Q_2, C6, r2, Polarizability",0.9897,0.9701,0.0196,0.2061,0.9874,-266.56,-240.92,0.9883,0.1465,"Monopole, r2, Scaffold_BX-6",363
432,6,"Monopole, Q_2, C6, r2, r2_acc, Polarizability",0.9897,0.9701,0.0196,0.2061,0.9872,-264.56,-236.59,0.9883,0.1465,"Monopole, r2, Scaffold_BX-6",364
350,5,"Dipole_1, Q_2, C6, r2_acc, Polar_acc",0.9825,0.97,0.0125,0.2281,0.979,-227.85,-202.21,0.9716,0.228,"C6, Scaffold_BX-6, Scaffold_Pyrimidine",365
202,4,"Dipole_1, Q_2, C6, r2_acc",0.9825,0.97,0.0125,0.2281,0.9793,-229.85,-206.54,0.9716,0.228,"C6, Scaffold_BX-6, Scaffold_Pyrimidine",366
204,4,"Dipole_1, Q_2, C6, Polar_acc",0.9825,0.97,0.0125,0.2281,0.9793,-229.85,-206.54,0.9716,0.228,"C6, Scaffold_BX-6, Scaffold_Pyrimidine",367
80,3,"Dipole_1, Q_2, C6",0.9825,0.97,0.0125,0.2281,0.9796,-231.85,-210.87,0.9716,0.228,"C6, Scaffold_BX-6, Scaffold_Pyrimidine",368
210,4,"Dipole_1, Q_2, Polarizability, Polar_acc",0.983,0.9698,0.0132,0.2296,0.9797,-231.49,-208.18,0.9748,0.2146,"Scaffold_BX-6, Scaffold_Pyrimidine",369
355,5,"Dipole_1, Q_2, r2_acc, Polarizability, Polar_acc",0.983,0.9698,0.0132,0.2296,0.9794,-229.49,-203.85,0.9748,0.2146,"Scaffold_BX-6, Scaffold_Pyrimidine",370
83,3,"Dipole_1, Q_2, Polarizability",0.983,0.9698,0.0132,0.2296,0.98,-233.49,-212.51,0.9748,0.2146,"Scaffold_BX-6, Scaffold_Pyrimidine",371
208,4,"Dipole_1, Q_2, r2_acc, Polarizability",0.983,0.9698,0.0132,0.2296,0.9797,-231.49,-208.18,0.9748,0.2146,"Scaffold_BX-6, Scaffold_Pyrimidine",372
240,4,"Q_0, r2_acc, Polarizability, Polar_acc",0.9832,0.9697,0.0135,0.233,0.9794,-230.33,-207.02,0.9867,0.1562,Scaffold_BX-6,373
107,3,"Q_0, r2_acc, Polarizability",0.9832,0.9697,0.0135,0.233,0.9797,-232.33,-211.35,0.9867,0.1562,Scaffold_BX-6,374
109,3,"Q_0, Polarizability, Polar_acc",0.9832,0.9697,0.0135,0.233,0.9797,-232.33,-211.35,0.9867,0.1562,Scaffold_BX-6,375
29,2,"Q_0, Polarizability",0.9832,0.9697,0.0135,0.233,0.98,-234.33,-215.68,0.9867,0.1562,Scaffold_BX-6,376
304,5,"Monopole, Q_0, C6, r2_acc, Polarizability",0.9887,0.9696,0.0191,0.2185,0.9859,-258.26,-232.62,0.9913,0.1261,"Scaffold_BX-6, Scaffold_Benzene",377
