Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
504,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc",0.9942,0.9835,0.0108,1.6109,0.9924,47.62,80.25,0.9893,1.3394,"Scaffold_BX-6, Scaffold_Benzene",13
511,9,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9942,0.9835,0.0108,1.6109,0.9923,49.62,84.58,0.9893,1.3394,"Scaffold_BX-6, Scaffold_Benzene",14
467,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability",0.9942,0.9835,0.0108,1.6109,0.9926,45.62,75.92,0.9893,1.3394,"Scaffold_BX-6, Scaffold_Benzene",15
502,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability",0.9942,0.9835,0.0108,1.6109,0.9924,47.62,80.25,0.9893,1.3394,"Scaffold_BX-6, Scaffold_Benzene",16
281,5,"Monopole, Dipole_1, C6, r2, r2_acc",0.9932,0.9834,0.0098,1.6868,0.9915,54.15,79.78,0.987,1.4793,Scaffold_BX-6,17
141,4,"Monopole, Dipole_1, C6, r2",0.9932,0.9834,0.0098,1.6868,0.9916,52.15,75.45,0.987,1.4793,Scaffold_BX-6,18
283,5,"Monopole, Dipole_1, C6, r2, Polar_acc",0.9932,0.9834,0.0098,1.6868,0.9915,54.15,79.78,0.987,1.4793,Scaffold_BX-6,19
413,6,"Monopole, Dipole_1, C6, r2, r2_acc, Polar_acc",0.9932,0.9834,0.0098,1.6868,0.9914,56.15,84.11,0.987,1.4793,Scaffold_BX-6,20
394,6,"Monopole, Dipole_1, Q_0, C6, r2, Polar_acc",0.9933,0.982,0.0114,1.7941,0.9914,56.08,84.05,0.9862,1.5239,"Q_0, Scaffold_BX-6",21
392,6,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc",0.9933,0.982,0.0114,1.7941,0.9914,56.08,84.05,0.9862,1.5239,"Q_0, Scaffold_BX-6",22
477,7,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polar_acc",0.9933,0.982,0.0114,1.7941,0.9912,58.08,88.38,0.9862,1.5239,"Q_0, Scaffold_BX-6",23
261,5,"Monopole, Dipole_1, Q_0, C6, r2",0.9933,0.982,0.0114,1.7941,0.9915,54.08,79.72,0.9862,1.5239,"Q_0, Scaffold_BX-6",24
