Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
273,5,"Monopole, Dipole_1, Q_2, C6, Polarizability",0.929,0.8178,0.1113,0.2886,0.9123,-135.31,-113.03,0.4408,0.6632,"C6, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",27
405,6,"Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability",0.929,0.8178,0.1113,0.2886,0.9103,-133.31,-109.01,0.4408,0.6632,"C6, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",28
407,6,"Monopole, Dipole_1, Q_2, C6, Polarizability, Polar_acc",0.929,0.8178,0.1113,0.2886,0.9103,-133.31,-109.01,0.4408,0.6632,"C6, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",29
453,6,"Dipole_1, Q_2, C6, r2, r2_acc, Polarizability",0.9282,0.8178,0.1104,0.2955,0.9089,-132.45,-108.15,0.4453,0.6605,"C6, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",30
500,7,"Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9282,0.8178,0.1104,0.2955,0.9067,-130.45,-104.13,0.4453,0.6605,"C6, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",31
455,6,"Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc",0.9282,0.8178,0.1104,0.2955,0.9089,-132.45,-108.15,0.4453,0.6605,"C6, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",32
377,5,"Q_2, C6, r2, r2_acc, Polar_acc",0.9222,0.8167,0.1055,0.3009,0.9035,-129.92,-107.64,0.365,0.7067,—,33
110,3,"Q_2, C6, r2",0.9222,0.8167,0.1055,0.3009,0.9076,-133.92,-115.69,0.365,0.7067,—,34
243,4,"Q_2, C6, r2, Polar_acc",0.9222,0.8167,0.1055,0.3009,0.9056,-131.92,-111.66,0.365,0.7067,—,35
241,4,"Q_2, C6, r2, r2_acc",0.9222,0.8167,0.1055,0.3009,0.9056,-131.92,-111.66,0.365,0.7067,—,36
474,7,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc",0.9319,0.8166,0.1153,0.2955,0.912,-133.71,-107.39,0.3754,0.7009,"Polarizability, Scaffold_Pyrimidine",37
472,7,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability",0.9319,0.8166,0.1153,0.2955,0.912,-133.71,-107.39,0.3754,0.7009,"Polarizability, Scaffold_Pyrimidine",38
387,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability",0.9319,0.8166,0.1153,0.2955,0.9141,-135.71,-111.41,0.3754,0.7009,"Polarizability, Scaffold_Pyrimidine",39
506,8,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc",0.9319,0.8166,0.1153,0.2955,0.9099,-131.71,-103.36,0.3754,0.7009,"Polarizability, Scaffold_Pyrimidine",40
386,6,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc",0.9304,0.8157,0.1148,0.3158,0.9118,-134.27,-109.97,0.4195,0.6757,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",41
388,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polar_acc",0.9304,0.8157,0.1148,0.3158,0.9118,-134.27,-109.97,0.4195,0.6757,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",42
473,7,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polar_acc",0.9304,0.8157,0.1148,0.3158,0.9097,-132.27,-105.94,0.4195,0.6757,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",43
257,5,"Monopole, Dipole_1, Q_0, Q_2, r2",0.9304,0.8157,0.1148,0.3158,0.9138,-136.27,-113.99,0.4195,0.6757,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",44
404,6,"Monopole, Dipole_1, Q_2, C6, r2, Polar_acc",0.9291,0.8156,0.1135,0.289,0.9104,-133.38,-109.08,0.4413,0.6629,"Monopole, C6, r2, Scaffold_Benzene, Scaffold_Pyrimidine",45
402,6,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc",0.9291,0.8156,0.1135,0.289,0.9104,-133.38,-109.08,0.4413,0.6629,"Monopole, C6, r2, Scaffold_Benzene, Scaffold_Pyrimidine",46
